user;userf;linkweight
999;487;0.6265432098765431
999;658;0.6666666666666667
999;428;0.6018518518518519
999;731;0.4135802469135803
999;57;0.7345679012345679
998;448;0.5277777777777778
998;791;0.8888888888888888
998;937;0.40740740740740733
998;299;0.6018518518518519
998;656;0.4722222222222222
998;844;0.38888888888888884
998;476;0.6759259259259258
998;397;0.4722222222222222
997;480;0.7438271604938271
997;560;0.5030864197530864
997;864;0.5401234567901234
997;856;0.5401234567901234
997;169;0.3549382716049382
997;922;0.8765432098765432
996;879;0.14506172839506193
996;906;0.6172839506172838
996;293;0.4104938271604939
996;216;0.6419753086419753
996;701;0.8765432098765432
996;287;0.44753086419753085
996;926;0.3549382716049382
996;855;0.558641975308642
996;480;0.5030864197530864
996;992;0.31481481481481477
996;478;0.537037037037037
996;153;0.6419753086419753
996;661;0.4043209876543209
995;329;0.4722222222222222
995;479;0.45679012345679004
995;242;0.2901234567901234
995;982;0.4104938271604939
995;268;0.42592592592592593
995;796;0.6049382716049383
995;828;0.4104938271604939
994;992;0.49382716049382713
994;461;0.43827160493827155
994;963;0.6234567901234568
994;943;0.4444444444444443
994;914;0.5462962962962963
994;713;0.42901234567901225
994;929;0.6944444444444444
994;758;0.41975308641975306
994;986;0.47530864197530864
994;720;0.40740740740740744
994;641;0.44753086419753085
994;463;0.5833333333333333
994;456;0.6234567901234568
994;539;0.3302469135802468
993;837;0.8765432098765432
993;450;0.4506172839506173
993;962;0.6574074074074074
993;680;0.47530864197530864
993;383;0.4413580246913581
993;931;0.654320987654321
992;932;0.4814814814814814
992;994;0.4907407407407407
992;851;0.41666666666666674
992;891;0.4722222222222222
992;780;0.5864197530864197
992;867;0.45679012345679015
992;274;0.4629629629629629
992;297;0.42901234567901225
992;820;0.6666666666666667
992;602;0.3734567901234568
992;516;0.7037037037037037
992;336;0.5432098765432098
992;962;0.5648148148148148
992;809;0.45679012345679004
992;806;0.44753086419753096
992;188;0.46604938271604934
992;101;0.654320987654321
992;996;0.31481481481481477
992;986;0.308641975308642
992;885;0.4537037037037037
992;367;0.7067901234567902
992;530;0.5895061728395061
991;577;0.558641975308642
991;597;0.24382716049382713
991;338;0.537037037037037
991;616;0.5771604938271605
991;859;0.5216049382716048
991;163;0.558641975308642
991;671;0.441358024691358
991;581;0.7654320987654321
990;335;0.5401234567901234
990;888;0.4907407407407408
990;373;0.6327160493827161
990;481;0.42901234567901236
990;99;0.3919753086419754
990;365;0.5061728395061729
990;980;0.5185185185185186
990;463;0.6388888888888888
990;913;0.44753086419753085
990;534;0.5648148148148149
990;283;0.3549382716049383
990;853;0.5617283950617284
990;956;0.7438271604938271
990;830;0.4506172839506174
990;928;0.558641975308642
990;897;0.5277777777777778
990;568;0.5617283950617284
990;906;0.3580246913580247
990;109;0.5030864197530864
990;958;0.48456790123456783
990;287;0.44753086419753096
990;369;0.28086419753086433
990;41;0.5802469135802469
989;475;0.8888888888888888
989;785;0.43518518518518523
989;925;0.4444444444444444
989;491;0.8796296296296297
989;488;0.7037037037037037
989;731;0.4444444444444444
989;900;0.6851851851851851
989;219;0.4722222222222222
989;13;0.7222222222222221
989;171;0.6944444444444444
989;493;0.5648148148148147
989;937;0.5185185185185184
989;270;0.43518518518518523
989;332;0.6296296296296295
989;985;0.6574074074074074
989;239;0.5925925925925926
988;824;0.7037037037037037
988;551;0.44753086419753085
988;137;0.5
988;820;0.5586419753086419
988;740;0.8179012345679012
988;723;0.8333333333333334
988;900;0.7438271604938271
988;703;0.6049382716049383
988;555;0.7067901234567902
988;709;0.4814814814814814
988;880;0.7993827160493827
988;691;0.7067901234567902
988;901;0.42592592592592593
988;238;0.5555555555555555
988;863;0.4999999999999999
987;956;0.2777777777777779
987;694;0.5154320987654321
987;604;0.308641975308642
987;698;0.7345679012345678
987;425;0.33024691358024694
987;612;0.39814814814814814
987;737;0.6296296296296295
987;110;0.5679012345679012
987;596;0.2777777777777778
987;438;0.4907407407407408
987;499;0.7160493827160495
987;743;0.6296296296296295
987;964;0.808641975308642
986;519;0.32407407407407407
986;709;0.462962962962963
986;564;0.5185185185185186
986;205;0.5462962962962963
986;801;0.8148148148148149
986;856;0.32407407407407407
986;798;0.3641975308641975
986;959;0.7438271604938271
986;254;0.4814814814814815
986;485;0.5617283950617284
986;926;0.7438271604938271
986;498;0.7438271604938271
986;986;0.8641975308641975
986;129;0.44753086419753096
986;164;0.5462962962962963
986;885;0.43518518518518523
986;768;0.41975308641975306
986;943;0.41666666666666663
986;405;0.2222222222222222
986;994;0.4722222222222222
986;992;0.308641975308642
986;949;0.32407407407407407
986;800;0.44753086419753085
986;776;0.49382716049382713
985;950;0.8765432098765432
985;703;0.691358024691358
985;938;0.691358024691358
985;6;0.48765432098765427
985;114;0.6141975308641976
985;973;0.7654320987654321
985;212;0.8425925925925926
985;831;0.5771604938271605
985;977;0.7098765432098766
985;693;0.4691358024691358
985;339;0.26543209876543217
985;953;0.8395061728395061
985;354;0.3765432098765432
985;400;0.3950617283950618
985;911;0.4506172839506173
985;861;0.4320987654320988
985;104;0.7685185185185185
985;478;0.654320987654321
985;367;0.6512345679012346
985;927;0.5061728395061729
985;204;0.5277777777777778
985;989;0.6574074074074074
984;597;0.3672839506172839
984;941;0.6265432098765431
984;305;0.5493827160493827
984;877;0.37037037037037035
984;937;0.4444444444444443
984;975;0.4228395061728395
984;734;0.4012345679012346
984;249;0.41666666666666663
984;211;0.3580246913580247
984;704;0.5030864197530863
984;391;0.5740740740740741
984;583;0.7438271604938271
984;218;0.5370370370370371
984;333;0.38888888888888884
984;490;0.37037037037037035
984;617;0.5987654320987654
984;735;0.6851851851851851
984;828;0.7438271604938271
984;337;0.29320987654320996
984;343;0.6790123456790124
984;484;0.6111111111111112
984;923;0.7438271604938271
984;455;0.25308641975308643
984;236;0.31481481481481477
984;810;0.31481481481481477
984;963;0.31481481481481477
984;487;0.31481481481481477
984;676;0.3456790123456791
984;740;0.7067901234567902
984;469;0.5987654320987654
984;797;0.40740740740740733
984;922;0.40740740740740744
984;375;0.4444444444444444
984;207;0.35185185185185186
984;412;0.5
984;984;0.8734567901234568
984;859;0.7438271604938271
984;172;0.3858024691358024
983;208;0.4135802469135803
983;473;0.5432098765432098
983;787;0.5833333333333334
983;982;0.4506172839506174
983;598;0.4537037037037037
983;65;0.5061728395061729
983;469;0.5771604938271605
983;382;0.5277777777777778
983;419;0.5987654320987654
983;960;0.7839506172839505
983;479;0.2993827160493827
982;732;0.8395061728395061
982;851;0.5432098765432098
982;983;0.4506172839506174
982;515;0.24691358024691357
982;995;0.4104938271604939
982;482;0.4320987654320988
982;965;0.691358024691358
982;166;0.441358024691358
982;250;0.638888888888889
982;791;0.5833333333333333
982;840;0.7561728395061729
982;182;0.5092592592592593
982;443;0.5061728395061729
982;640;0.3950617283950618
982;222;0.5
982;944;0.8549382716049383
982;749;0.595679012345679
982;576;0.6388888888888888
982;661;0.8672839506172839
982;982;0.8765432098765432
982;980;0.5061728395061729
982;979;0.6697530864197531
981;825;0.5709876543209877
981;392;0.49691358024691357
981;888;0.4598765432098766
981;980;0.4506172839506174
981;448;0.4135802469135803
981;311;0.6327160493827161
981;801;0.5648148148148149
981;481;0.3858024691358025
981;466;0.5401234567901234
981;786;0.5802469135802469
981;497;0.42901234567901225
981;863;0.521604938271605
981;285;0.558641975308642
981;62;0.49691358024691357
981;247;0.6388888888888888
981;356;0.3950617283950618
981;721;0.44753086419753085
980;970;0.6172839506172839
980;722;0.5000000000000001
980;695;0.43827160493827155
980;731;0.45679012345679004
980;446;0.5740740740740741
980;618;0.6234567901234567
980;981;0.4506172839506174
980;863;0.462962962962963
980;990;0.5185185185185186
980;324;0.5246913580246914
980;824;0.4814814814814815
980;701;0.32098765432098764
980;340;0.3333333333333335
980;263;0.6481481481481481
980;347;0.42592592592592604
980;500;0.48765432098765427
980;730;0.5802469135802469
980;130;0.31481481481481477
980;857;0.5000000000000001
980;448;0.5185185185185186
980;188;0.37037037037037035
980;222;0.4814814814814814
980;793;0.38888888888888895
980;974;0.4444444444444444
980;293;0.5987654320987654
980;479;0.35185185185185186
980;982;0.5061728395061729
979;346;0.6172839506172839
979;915;0.6450617283950617
979;33;0.6327160493827161
979;667;0.3549382716049383
979;814;0.4104938271604939
979;128;0.5802469135802469
979;719;0.7469135802469136
979;558;0.7469135802469136
979;850;0.5246913580246914
979;675;0.5555555555555556
979;474;0.7469135802469136
979;242;0.6141975308641976
979;415;0.6358024691358024
979;971;0.7438271604938271
979;982;0.6697530864197531
978;751;0.5771604938271604
978;49;0.5925925925925926
978;916;0.8703703703703703
978;711;0.5185185185185184
978;776;0.6234567901234567
978;728;0.6574074074074074
978;695;0.6512345679012346
978;228;0.6080246913580246
978;820;0.6141975308641975
978;705;0.7746913580246914
978;839;0.3302469135802468
978;343;0.41975308641975306
978;854;0.2777777777777778
978;353;0.5864197530864197
978;291;0.46913580246913567
978;906;0.441358024691358
978;614;0.4814814814814814
978;664;0.728395061728395
978;635;0.6049382716049382
978;814;0.2777777777777778
978;412;0.462962962962963
978;937;0.38888888888888884
978;849;0.4444444444444444
978;135;0.611111111111111
978;133;0.33333333333333337
978;948;0.7561728395061729
977;478;0.5864197530864197
977;617;0.691358024691358
977;728;0.6666666666666667
977;591;0.691358024691358
977;409;0.8580246913580247
977;985;0.712962962962963
977;968;0.5802469135802469
977;105;0.7469135802469136
977;931;0.35185185185185186
977;976;0.5
977;892;0.5925925925925926
977;218;0.7037037037037037
977;290;0.8055555555555556
977;95;0.6666666666666667
977;726;0.5925925925925926
977;951;0.7345679012345679
976;790;0.5555555555555555
976;105;0.41666666666666663
976;531;0.2901234567901235
976;743;0.6296296296296295
976;203;0.3641975308641975
976;727;0.4444444444444443
976;383;0.5709876543209876
976;259;0.404320987654321
976;734;0.7160493827160495
976;562;0.6604938271604939
976;230;0.462962962962963
976;290;0.5648148148148148
976;969;0.4444444444444443
976;351;0.5308641975308641
976;539;0.4043209876543209
976;977;0.5030864197530864
976;964;0.808641975308642
976;222;0.5123456790123456
976;228;0.5864197530864197
976;408;0.5679012345679013
976;914;0.7314814814814815
976;884;0.5555555555555555
976;851;0.6604938271604939
976;552;0.47530864197530864
976;945;0.6481481481481481
976;915;0.4783950617283951
975;881;0.7746913580246914
975;240;0.8364197530864197
975;984;0.4228395061728395
975;349;0.3395061728395061
975;188;0.40740740740740744
975;927;0.595679012345679
975;231;0.5401234567901235
975;871;0.5246913580246914
975;366;0.7932098765432098
975;543;0.4876543209876544
974;894;0.4814814814814814
974;750;0.4166666666666665
974;732;0.5740740740740741
974;448;0.4907407407407408
974;720;0.5555555555555555
974;937;0.38888888888888884
974;191;0.5555555555555556
974;814;0.41666666666666674
974;815;0.6481481481481481
974;349;0.41666666666666674
974;468;0.5092592592592593
974;898;0.462962962962963
974;727;0.611111111111111
974;809;0.38888888888888884
974;980;0.4444444444444444
974;881;0.38888888888888895
974;345;0.5185185185185186
973;939;0.7314814814814815
973;638;0.5
973;938;0.6018518518518519
973;489;0.7191358024691359
973;223;0.5987654320987654
973;830;0.6975308641975309
973;864;0.787037037037037
973;566;0.6234567901234567
973;552;0.6790123456790124
973;230;0.37962962962962954
973;950;0.5925925925925926
973;536;0.47530864197530864
973;222;0.49382716049382713
973;758;0.6234567901234567
973;985;0.7685185185185186
973;141;0.33333333333333337
973;968;0.7098765432098766
973;473;0.4444444444444444
973;906;0.42592592592592593
973;567;0.595679012345679
973;731;0.42592592592592604
973;317;0.5493827160493827
973;750;0.5648148148148148
973;411;0.8209876543209876
973;849;0.28086419753086433
973;598;0.7839506172839505
973;927;0.2993827160493827
973;327;0.40740740740740744
973;692;0.6512345679012346
973;172;0.6481481481481481
